5.702000000000000313e+01,3.686999999999999744e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.445000000000000000e+03,1.550000000000000000e+02,8.720000000000000000e+02
6.907999999999999829e+01,5.665999999999999659e+01,1.800000000000000000e+02,4.603119999999999656e+00,1.529000000000000000e+03,1.100000000000000000e+02,7.250000000000000000e+02
7.106000000000000227e+01,7.848999999999999488e+01,1.100000000000000000e+02,9.206239999999999313e+00,1.600000000000000000e+03,4.300000000000000000e+01,2.140000000000000000e+02
7.195999999999999375e+01,2.676000000000000156e+01,3.400000000000000000e+02,1.611092000000000013e+01,1.925000000000000000e+03,1.980000000000000000e+02,1.587000000000000000e+03
6.440000000000000568e+01,7.729000000000000625e+01,2.400000000000000000e+02,1.611092000000000013e+01,9.250000000000000000e+02,1.530000000000000000e+02,1.085000000000000000e+03
6.493999999999999773e+01,8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.590000000000000000e+02,7.900000000000000000e+01,5.440000000000000000e+02
5.107999999999999829e+01,7.948000000000000398e+01,3.100000000000000000e+02,1.496013999999999911e+01,1.523000000000000000e+03,1.160000000000000000e+02,7.190000000000000000e+02
7.592000000000000171e+01,4.646999999999999886e+01,1.300000000000000000e+02,1.150779999999999959e+01,1.550000000000000000e+03,1.170000000000000000e+02,7.480000000000000000e+02
4.297999999999999687e+01,4.870000000000000284e+01,2.200000000000000000e+02,2.301559999999999917e+01,1.059000000000000000e+03,4.600000000000000000e+01,2.000000000000000000e+02
6.079999999999999716e+01,9.304999999999999716e+01,1.600000000000000000e+02,6.904679999999999929e+00,1.819000000000000000e+03,4.900000000000000000e+01,2.840000000000000000e+02
6.692000000000000171e+01,6.307999999999999829e+01,1.600000000000000000e+02,1.035702000000000034e+01,1.510000000000000000e+03,2.140000000000000000e+02,1.504000000000000000e+03
8.006000000000000227e+01,6.923000000000000398e+01,2.600000000000000000e+02,9.206239999999999313e+00,1.030000000000000000e+03,1.030000000000000000e+02,7.460000000000000000e+02
4.207999999999999829e+01,8.217000000000000171e+01,5.000000000000000000e+01,5.753899999999999793e+00,8.550000000000000000e+02,9.000000000000000000e+01,5.020000000000000000e+02
4.279999999999999716e+01,9.592000000000000171e+01,8.000000000000000000e+01,3.452339999999999964e+00,1.835000000000000000e+03,3.220000000000000000e+02,2.422000000000000000e+03
4.406000000000000227e+01,6.745000000000000284e+01,1.600000000000000000e+02,6.904679999999999929e+00,1.359000000000000000e+03,1.220000000000000000e+02,7.990000000000000000e+02
5.900000000000000000e+01,6.421999999999999886e+01,2.400000000000000000e+02,9.206239999999999313e+00,1.250000000000000000e+03,4.400000000000000000e+01,1.870000000000000000e+02
5.107999999999999829e+01,3.157000000000000028e+01,3.000000000000000000e+02,1.611092000000000013e+01,1.508000000000000000e+03,1.990000000000000000e+02,1.400000000000000000e+03
4.603999999999999915e+01,4.532999999999999829e+01,3.300000000000000000e+02,1.496013999999999911e+01,1.704000000000000000e+03,9.100000000000000000e+01,5.440000000000000000e+02
8.600000000000000000e+01,4.796999999999999886e+01,2.400000000000000000e+02,1.150779999999999959e+01,1.131000000000000000e+03,1.440000000000000000e+02,1.096000000000000000e+03
6.296000000000000085e+01,4.446999999999999886e+01,1.600000000000000000e+02,1.380935999999999986e+01,1.625000000000000000e+03,9.000000000000000000e+01,5.020000000000000000e+02
7.304000000000000625e+01,7.340999999999999659e+01,1.500000000000000000e+02,4.603119999999999656e+00,1.435000000000000000e+03,1.220000000000000000e+02,8.280000000000000000e+02
6.097999999999999687e+01,9.684999999999999432e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.470000000000000000e+02,4.000000000000000000e+01,1.990000000000000000e+02
4.406000000000000227e+01,3.471999999999999886e+01,3.600000000000000000e+02,1.150779999999999959e+01,1.250000000000000000e+03,2.060000000000000000e+02,1.069000000000000000e+03
4.496000000000000085e+01,3.078999999999999915e+01,2.800000000000000000e+02,1.496013999999999911e+01,1.345000000000000000e+03,3.000000000000000000e+01,9.400000000000000000e+01
6.440000000000000568e+01,7.729000000000000625e+01,2.400000000000000000e+02,1.611092000000000013e+01,9.000000000000000000e+02,1.360000000000000000e+02,9.370000000000000000e+02
3.307999999999999829e+01,4.284000000000000341e+01,2.800000000000000000e+02,1.265858000000000061e+01,1.200000000000000000e+03,6.300000000000000000e+01,2.130000000000000000e+02
3.001999999999999957e+01,5.328999999999999915e+01,2.900000000000000000e+02,1.035702000000000034e+01,1.725000000000000000e+03,1.230000000000000000e+02,7.650000000000000000e+02
6.296000000000000085e+01,7.782999999999999829e+01,2.100000000000000000e+02,1.380935999999999986e+01,6.000000000000000000e+02,1.230000000000000000e+02,7.620000000000000000e+02
6.998000000000000398e+01,3.094999999999999929e+01,2.300000000000000000e+02,9.206239999999999313e+00,1.440000000000000000e+03,7.200000000000000000e+01,5.020000000000000000e+02
7.106000000000000227e+01,8.676999999999999602e+01,2.600000000000000000e+02,6.904679999999999929e+00,6.450000000000000000e+02,1.600000000000000000e+02,1.182000000000000000e+03
4.603999999999999915e+01,6.768999999999999773e+01,5.000000000000000000e+01,5.753899999999999793e+00,1.700000000000000000e+03,1.330000000000000000e+02,7.330000000000000000e+02
8.006000000000000227e+01,7.635999999999999943e+01,1.800000000000000000e+02,5.753899999999999793e+00,9.250000000000000000e+02,3.130000000000000000e+02,2.475000000000000000e+03
7.195999999999999375e+01,9.406000000000000227e+01,1.800000000000000000e+02,1.265858000000000061e+01,6.050000000000000000e+02,1.310000000000000000e+02,9.440000000000000000e+02
4.496000000000000085e+01,5.317000000000000171e+01,5.000000000000000000e+01,6.904679999999999929e+00,1.015000000000000000e+03,1.490000000000000000e+02,1.035000000000000000e+03
5.503999999999999915e+01,2.989000000000000057e+01,2.100000000000000000e+02,1.611092000000000013e+01,1.415000000000000000e+03,1.510000000000000000e+02,1.020000000000000000e+03
6.601999999999999602e+01,4.846999999999999886e+01,3.100000000000000000e+02,1.035702000000000034e+01,1.253000000000000000e+03,4.400000000000000000e+01,2.120000000000000000e+02
7.898000000000000398e+01,3.778000000000000114e+01,1.400000000000000000e+02,6.904679999999999929e+00,1.629000000000000000e+03,1.410000000000000000e+02,1.035000000000000000e+03
6.692000000000000171e+01,3.714999999999999858e+01,3.300000000000000000e+02,3.452339999999999964e+00,1.250000000000000000e+03,1.010000000000000000e+02,7.380000000000000000e+02
6.692000000000000171e+01,5.235000000000000142e+01,7.000000000000000000e+01,8.055460000000000065e+00,1.110000000000000000e+03,1.410000000000000000e+02,1.096000000000000000e+03
4.297999999999999687e+01,4.870000000000000284e+01,3.200000000000000000e+02,9.206239999999999313e+00,8.200000000000000000e+02,1.210000000000000000e+02,7.640000000000000000e+02
7.807999999999999829e+01,6.648000000000000398e+01,1.400000000000000000e+02,1.035702000000000034e+01,1.550000000000000000e+03,1.040000000000000000e+02,5.690000000000000000e+02
3.902000000000000313e+01,9.314000000000000057e+01,7.000000000000000000e+01,8.055460000000000065e+00,1.804000000000000000e+03,3.270000000000000000e+02,2.454000000000000000e+03
6.692000000000000171e+01,8.437999999999999545e+01,1.900000000000000000e+02,1.265858000000000061e+01,7.550000000000000000e+02,1.440000000000000000e+02,1.041000000000000000e+03
3.992000000000000171e+01,6.221000000000000085e+01,3.100000000000000000e+02,5.753899999999999793e+00,7.290000000000000000e+02,1.490000000000000000e+02,1.035000000000000000e+03
7.501999999999999602e+01,8.434000000000000341e+01,2.100000000000000000e+02,6.904679999999999929e+00,1.900000000000000000e+03,3.900000000000000000e+01,2.140000000000000000e+02
3.596000000000000085e+01,8.171999999999999886e+01,3.400000000000000000e+02,2.071404000000000067e+01,1.530000000000000000e+03,1.480000000000000000e+02,1.069000000000000000e+03
7.393999999999999773e+01,5.336999999999999744e+01,1.300000000000000000e+02,1.150779999999999959e+01,1.625000000000000000e+03,1.110000000000000000e+02,7.080000000000000000e+02
3.992000000000000171e+01,6.995999999999999375e+01,5.000000000000000000e+01,1.841247999999999863e+01,6.000000000000000000e+02,8.400000000000000000e+01,4.880000000000000000e+02
7.592000000000000171e+01,4.321000000000000085e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.215000000000000000e+03,1.940000000000000000e+02,1.389000000000000000e+03
3.200000000000000000e+01,5.836999999999999744e+01,2.800000000000000000e+02,1.496013999999999911e+01,6.000000000000000000e+02,1.100000000000000000e+02,7.110000000000000000e+02
3.992000000000000171e+01,6.221000000000000085e+01,2.000000000000000000e+01,2.992027999999999821e+01,1.905000000000000000e+03,3.210000000000000000e+02,2.475000000000000000e+03
6.692000000000000171e+01,6.307999999999999829e+01,1.900000000000000000e+02,6.904679999999999929e+00,2.000000000000000000e+03,3.400000000000000000e+01,1.840000000000000000e+02
1.400000000000000000e+01,5.564000000000000057e+01,3.400000000000000000e+02,1.150779999999999959e+01,7.150000000000000000e+02,1.480000000000000000e+02,1.069000000000000000e+03
3.092000000000000171e+01,5.599000000000000199e+01,2.300000000000000000e+02,1.380935999999999986e+01,1.647000000000000000e+03,1.050000000000000000e+02,4.880000000000000000e+02
3.703999999999999915e+01,6.962999999999999545e+01,3.600000000000000000e+02,1.265858000000000061e+01,8.000000000000000000e+02,3.370000000000000000e+02,2.586000000000000000e+03
7.195999999999999375e+01,9.348999999999999488e+01,1.700000000000000000e+02,1.380935999999999986e+01,7.300000000000000000e+02,1.330000000000000000e+02,1.005000000000000000e+03
4.100000000000000000e+01,6.189000000000000057e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.030000000000000000e+03,1.340000000000000000e+02,7.190000000000000000e+02
3.902000000000000313e+01,4.057000000000000028e+01,4.000000000000000000e+01,9.206239999999999313e+00,2.035000000000000000e+03,1.120000000000000000e+02,7.250000000000000000e+02
5.900000000000000000e+01,8.956999999999999318e+01,4.000000000000000000e+01,3.452339999999999964e+00,6.300000000000000000e+02,8.800000000000000000e+01,5.020000000000000000e+02
